
System 2767.50 (MHz) duration 30 (sec) CPU avg. 101.38%
 CPU     Cycles     Instructions  CPI   Avg (%)  Max (%) 
  12   6637023732.0   7651705551.0  0.87    8.60     8.60  
  13  10759877347.0  15087390890.0  0.71   28.93    28.93  
  14   3552643931.0   2359084939.0  1.51    4.27     4.27  
  15  12394374776.0  15488755621.0  0.80   23.90    23.90  
System 2798.75 (MHz) duration 30 (sec) CPU avg. 176.82%
 CPU      Cycles      Instructions  CPI   Avg (%)  Max (%) 
  0   14811245285.0  18053382741.0  0.82   17.64    17.64  
  1   11340660624.0  13489106593.0  0.84   13.57    13.57  
  2    7986754683.0   9279298386.0  0.86   13.96    13.96  
  3    6029721778.0   6755811879.0  0.89   15.44    15.44  
  4    8932088428.0   9750555573.0  0.92   10.89    10.89  
  5    5918470478.0   6631461508.0  0.89   10.92    10.92  
  6    7944904643.0   8980913139.0  0.88   11.61    11.61  
  7     2523943.0       621653.0    4.06    0.00     0.00  
  8    8870007893.0   9133630389.0  0.97   14.89    14.89  
  9    5909548917.0   6630143480.0  0.89    9.02     9.02  
  10   7698271193.0   7665882037.0  1.00    9.38     9.38  
  11   5884950750.0   6639467336.0  0.89   12.99    12.99  
  12   8510858617.0   9654578284.0  0.88   10.52    10.52  
  13   5930308875.0   6697945979.0  0.89   11.59    11.59  
  14   5526120904.0   6065011650.0  0.91    6.84     6.84  
  15   5847811178.0   6623925801.0  0.88    7.55     7.55  
System 2282.26 (MHz) duration 30 (sec) CPU avg. 499.74%
 CPU      Cycles      Instructions  CPI   Avg (%)  Max (%) 
  0   54155908907.0  88753552995.0  0.61   79.10    79.10  
  1   36428994210.0  56992984216.0  0.64   62.72    62.72  
  2   15746957673.0  22048831257.0  0.71   18.77    18.77  
  3   19033566676.0  28812568505.0  0.66   23.75    23.75  
  4    7128259492.0   9565266891.0  0.75   11.31    11.31  
  5   19161601991.0  28784773832.0  0.67   29.88    29.88  
  6   16462059106.0  22191878695.0  0.74   25.94    25.94  
  7    114161971.0     18802256.0   6.07    0.19     0.19  
  8   16203648955.0  22127100603.0  0.73   21.28    21.28  
  9   19305411352.0  28775613276.0  0.67   27.94    27.94  
  10  16133416129.0  22187598386.0  0.73   22.72    22.72  
  11  19722930317.0  28921067678.0  0.68   48.09    48.09  
  12  16214508389.0  22324549191.0  0.73   26.59    26.59  
  13  19083016096.0  28793433967.0  0.66   23.48    23.48  
  14  15999946080.0  22178795899.0  0.72   28.42    28.42  
  15  19039581581.0  28782460994.0  0.66   49.57    49.57  
System 2664.92 (MHz) duration 30 (sec) CPU avg. 424.36%
 CPU      Cycles        Instructions    CPI   Avg (%)  Max (%) 
  0   61575399186.0  1.02320664112e+11  0.60   77.02    77.02  
  1   34530957787.0    54464785172.0    0.63   59.94    59.94  
  2   14210660287.0    19540546298.0    0.73   17.78    17.78  
  3   18161911260.0    27546824700.0    0.66   26.83    26.83  
  4   14538668880.0    19756529684.0    0.74   20.75    20.75  
  5   18305596538.0    27527171647.0    0.67   28.29    28.29  
  6   14274419071.0    19504044131.0    0.73   17.02    17.02  
  7    117218905.0       18999734.0     6.17    0.16     0.16  
  8   14360540025.0    19536204312.0    0.74   17.73    17.73  
  9   18588728761.0    27574060170.0    0.67   23.22    23.22  
  10  14612824755.0    19658892409.0    0.74   19.97    19.97  
  11  18302692146.0    27532447079.0    0.66   37.13    37.13  
  12  14757485128.0    19811935902.0    0.74   24.29    24.29  
  13  18340110939.0    27565260613.0    0.67   23.88    23.88  
  14   368620325.0      125076558.0     2.95    0.75     0.75  
  15  18339882064.0    27576819350.0    0.67   29.59    29.59  
System 2274.61 (MHz) duration 30 (sec) CPU avg. 465.76%
 CPU      Cycles      Instructions  CPI   Avg (%)  Max (%) 
  0   42426368173.0  70013015322.0  0.61   62.17    62.17  
  1   39113957190.0  61345781150.0  0.64   51.11    51.11  
  2   17059176809.0  23273036353.0  0.73   21.89    21.89  
  3   20522923872.0  31041877611.0  0.66   32.51    32.51  
  4    8918128904.0  11982672472.0  0.74   11.58    11.58  
  5   20886681906.0  31088564997.0  0.67   28.91    28.91  
  6    8918950684.0  11731958052.0  0.76   10.62    10.62  
  7     88929068.0     15433221.0   5.76    0.13     0.13  
  8   17387622926.0  23340090668.0  0.74   28.25    28.25  
  9   20832493848.0  31025457621.0  0.67   27.21    27.21  
  10  17522757683.0  23424483535.0  0.75   21.03    21.03  
  11  20916082390.0  31085593652.0  0.67   33.78    33.78  
  12  17372197489.0  23566845566.0  0.74   27.72    27.72  
  13  20546490258.0  31018039305.0  0.66   26.61    26.61  
  14  41379913971.0  61928359081.0  0.67   56.39    56.39  
  15  20528518685.0  31037608132.0  0.66   25.83    25.83  
System 2757.03 (MHz) duration 30 (sec) CPU avg. 439.88%
 CPU      Cycles      Instructions  CPI   Avg (%)  Max (%) 
  0   59163028796.0  98931448966.0  0.60   71.53    71.53  
  1   35090529208.0  55142337841.0  0.64   57.45    57.45  
  2   11371984192.0  15566968486.0  0.73   14.73    14.73  
  3   18332077543.0  27870785438.0  0.66   44.50    44.50  
  4   11663966056.0  15817776345.0  0.74   13.89    13.89  
  5   18785604423.0  27938676576.0  0.67   25.26    25.26  
  6    9561868581.0  12708244983.0  0.75   13.53    13.53  
  7    147885214.0     22454235.0   6.59    0.24     0.24  
  8   10274051219.0  12882372633.0  0.80   20.26    20.26  
  9   18583426157.0  27858249954.0  0.67   29.62    29.62  
  10  11110373951.0  13135078148.0  0.85   14.49    14.49  
  11  18827761237.0  27938634230.0  0.67   31.90    31.90  
  12   383182505.0    251707126.0   1.52    0.90     0.90  
  13  18365624246.0  27859969336.0  0.66   23.19    23.19  
  14  35719219505.0  52821330168.0  0.68   44.05    44.05  
  15  18347334168.0  27871155700.0  0.66   34.35    34.35  
System 2767.19 (MHz) duration 30 (sec) CPU avg. 459.61%
 CPU      Cycles      Instructions  CPI   Avg (%)  Max (%) 
  0   39907452618.0  66803641017.0  0.60   48.07    48.07  
  1   34575414018.0  52283365721.0  0.66   45.97    45.97  
  2   16978927647.0  23205959523.0  0.73   20.24    20.24  
  3   18030738703.0  26413628898.0  0.68   37.69    37.69  
  4   11377697904.0  15374241944.0  0.74   19.06    19.06  
  5   18087091095.0  26375160490.0  0.69   23.19    23.19  
  6   14940065942.0  21239098793.0  0.70   20.92    20.92  
  7    131471267.0     20421984.0   6.44    0.20     0.20  
  8   15681614563.0  21870884707.0  0.72   20.39    20.39  
  9   18100536835.0  26338179130.0  0.69   25.16    25.16  
  10  38635720716.0  58936715727.0  0.66   47.90    47.90  
  11  17887851739.0  26305091725.0  0.68   26.80    26.80  
  12  11037192310.0  14443998602.0  0.76   18.94    18.94  
  13  17862062524.0  26341785297.0  0.68   41.45    41.45  
  14  17058356097.0  24038641539.0  0.71   34.09    34.09  
  15  17781498550.0  26308876457.0  0.68   29.53    29.53  
System 2772.66 (MHz) duration 30 (sec) CPU avg. 303.13%
 CPU      Cycles      Instructions  CPI   Avg (%)  Max (%) 
  0   37649444785.0  52815210354.0  0.71   45.26    45.26  
  1   20501125975.0  26893514369.0  0.76   26.43    26.43  
  2   13344868541.0  16568267844.0  0.81   19.33    19.33  
  3   10777578637.0  13609298200.0  0.79   14.53    14.53  
  4   12700561162.0  14575194007.0  0.87   23.80    23.80  
  5   10494310759.0  13424672640.0  0.78   12.63    12.63  
  6   12128456662.0  15608741465.0  0.78   19.02    19.02  
  7     18310519.0     3765097.0    4.86    0.05     0.05  
  8   13291907985.0  16433104096.0  0.81   30.73    30.73  
  9   10507585257.0  13423592674.0  0.78   27.59    27.59  
  10  10663368916.0  11875717557.0  0.90   15.83    15.83  
  11  10428578958.0  13386336806.0  0.78   15.21    15.21  
  12   7719833208.0   8966560947.0  0.86   14.74    14.74  
  13  10598144640.0  13498908692.0  0.79   12.63    12.63  
  14   9838506323.0  11863281514.0  0.83   12.76    12.76  
  15  10340377070.0  13387889812.0  0.77   12.59    12.59  
System 2330.08 (MHz) duration 30 (sec) CPU avg. 653.56%
 CPU      Cycles        Instructions    CPI   Avg (%)  Max (%) 
  0   61270776043.0  1.04564383023e+11  0.59   87.65    87.65  
  1   46842414204.0    78270999810.0    0.60   106.88   106.88 
  2   22042596043.0    33137438345.0    0.67   31.48    31.48  
  3   25188922412.0    39687513816.0    0.63   30.57    30.57  
  4    2272947802.0     3189552970.0    0.71    2.71     2.71  
  5   24961475211.0    39602795960.0    0.63   42.93    42.93  
  6   19645734586.0    29785237540.0    0.66   23.92    23.92  
  7     25489370.0       4252390.0      5.99    0.03     0.03  
  8   22362946565.0    32791420846.0    0.68   59.73    59.73  
  9   26292938970.0    39842629895.0    0.66   35.23    35.23  
  10  19992660374.0    30107532162.0    0.66   24.45    24.45  
  11  25125062580.0    39625537122.0    0.63   37.13    37.13  
  12  19819073400.0    30612705328.0    0.65   25.56    25.56  
  13  25290752732.0    39676088788.0    0.64   61.41    61.41  
  14  31731479011.0    51698978870.0    0.61   42.17    42.17  
  15  25371206458.0    39709651937.0    0.64   41.72    41.72  
System 2760.78 (MHz) duration 30 (sec) CPU avg. 634.37%
 CPU      Cycles        Instructions    CPI   Avg (%)  Max (%) 
  0   61378135915.0  1.05030540477e+11  0.58   74.11    74.11  
  1   50659306473.0    85125954071.0    0.60   79.04    79.04  
  2   24642910213.0    37178909716.0    0.66   43.50    43.50  
  3   26999605327.0    43101262397.0    0.63   44.69    44.69  
  4   12911996956.0    19167683677.0    0.67   32.01    32.01  
  5   27691849689.0    43169311319.0    0.64   43.13    43.13  
  6   24898218508.0    37043884589.0    0.67   30.17    30.17  
  7    107149392.0       18661521.0     5.74    0.20     0.20  
  8   25037635184.0    37010908649.0    0.68   30.06    30.06  
  9   27829974171.0    43140678137.0    0.65   33.90    33.90  
  10  24186293780.0    36726847482.0    0.66   33.19    33.19  
  11  27663466536.0    43149185966.0    0.64   38.62    38.62  
  12  23815209125.0    36656026840.0    0.65   32.54    32.54  
  13  27968066763.0    43270262941.0    0.65   36.87    36.87  
  14  23682002121.0    36647364182.0    0.65   47.01    47.01  
  15  27490440390.0    43173048359.0    0.64   35.35    35.35  
System 2782.66 (MHz) duration 30 (sec) CPU avg. 569.81%
 CPU      Cycles       Instructions    CPI   Avg (%)  Max (%) 
  0   72187549833.0  1.2632854147e+11  0.57   86.47    86.47  
  1   42482691648.0   70788547009.0    0.60   58.82    58.82  
  2   17453071242.0   26273110615.0    0.66   22.29    22.29  
  3   22483591784.0   35827267984.0    0.63   28.29    28.29  
  4   17656983159.0   27016174512.0    0.65   21.60    21.60  
  5   24323406912.0   36203968821.0    0.67   44.84    44.84  
  6   17097529189.0   25905852740.0    0.66   27.68    27.68  
  7    282982637.0      51197669.0     5.53    0.56     0.56  
  8   17462613279.0   26093723470.0    0.67   21.43    21.43  
  9   23768883349.0   36014441368.0    0.66   60.84    60.84  
  10   679344993.0     694222411.0     0.98    0.82     0.82  
  11  22726466741.0   35808068696.0    0.63   38.88    38.88  
  12  17622301389.0   26145426188.0    0.67   32.90    32.90  
  13  22838289896.0   35847773927.0    0.64   42.47    42.47  
  14  17322337777.0   26086985098.0    0.66   29.18    29.18  
  15  22846344981.0   35873340375.0    0.64   52.72    52.72  
System 2175.39 (MHz) duration 30 (sec) CPU avg. 622.26%
 CPU      Cycles        Instructions    CPI   Avg (%)  Max (%) 
  0   60096292501.0  1.02191959041e+11  0.59   92.09    92.09  
  1   50299308668.0    84147359286.0    0.60   77.55    77.55  
  2   14126694350.0    22132426770.0    0.64   23.37    23.37  
  3   27044015909.0    42655821153.0    0.63   34.33    34.33  
  4   24548367173.0    36788080521.0    0.67   35.78    35.78  
  5   27450135633.0    42700710439.0    0.64   42.03    42.03  
  6   24373326220.0    36376520206.0    0.67   42.39    42.39  
  7     60286353.0       11260978.0     5.35    0.13     0.13  
  8   23627730615.0    36216771383.0    0.65   35.81    35.81  
  9   28638144483.0    42917322146.0    0.67   38.47    38.47  
  10  22737722196.0    34749931266.0    0.65   27.32    27.32  
  11  27172586056.0    42625171478.0    0.64   33.84    33.84  
  12  24086045232.0    36361216690.0    0.66   39.87    39.87  
  13  27090576429.0    42632266742.0    0.64   33.79    33.79  
  14  24123253139.0    36352765849.0    0.66   30.80    30.80  
  15  28711164414.0    43041517259.0    0.67   34.70    34.70  
System 2771.72 (MHz) duration 30 (sec) CPU avg. 524.50%
 CPU      Cycles        Instructions    CPI   Avg (%)  Max (%) 
  0   59531509640.0  1.02279503032e+11  0.58   71.59    71.59  
  1   37806789366.0    60913600173.0    0.62   60.49    60.49  
  2   22213362289.0    32744625959.0    0.68   26.47    26.47  
  3   20178058531.0    30851178479.0    0.65   30.09    30.09  
  4   15380334805.0    23020010386.0    0.67   27.52    27.52  
  5   20264428858.0    30808189729.0    0.66   30.44    30.44  
  6   15236777689.0    23045026622.0    0.66   25.76    25.76  
  7    177424357.0       33950631.0     5.23    0.22     0.22  
  8   17091398669.0    25672787448.0    0.67   23.68    23.68  
  9   20397657429.0    30796493646.0    0.66   24.78    24.78  
  10  15802014387.0    22984561138.0    0.69   19.91    19.91  
  11  20279059300.0    30789199946.0    0.66   44.30    44.30  
  12  17398403523.0    25102711184.0    0.69   33.21    33.21  
  13  20226139149.0    30815977712.0    0.66   44.82    44.82  
  14  15693950751.0    23887996014.0    0.66   34.17    34.17  
  15  20108016020.0    30793143554.0    0.65   27.06    27.06  
System 2378.67 (MHz) duration 30 (sec) CPU avg. 448.77%
 CPU      Cycles      Instructions  CPI   Avg (%)  Max (%) 
  0   36711285589.0  58239670690.0  0.63   51.45    51.45  
  1   33133377830.0  46473757571.0  0.71   49.63    49.63  
  2   15687662802.0  20392979674.0  0.77   24.21    24.21  
  3   17529676478.0  23569558925.0  0.74   23.18    23.18  
  4   13935375545.0  18912129634.0  0.74   21.28    21.28  
  5   17359631132.0  23389972446.0  0.74   25.81    25.81  
  6   14968515185.0  20085723031.0  0.75   29.59    29.59  
  7    101552822.0     17488008.0   5.81    0.18     0.18  
  8   14520494537.0  18266697567.0  0.79   19.51    19.51  
  9   17075858084.0  23348197546.0  0.73   21.59    21.59  
  10  37209780722.0  53814664279.0  0.69   50.00    50.00  
  11  16953450411.0  23367239444.0  0.73   25.79    25.79  
  12  18515440593.0  24487217717.0  0.76   23.61    23.61  
  13  18675481582.0  23864930051.0  0.78   38.33    38.33  
  14  14458256882.0  19393123502.0  0.75   17.22    17.22  
  15  16808267315.0  23372089307.0  0.72   27.39    27.39  
